Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
23,2007-11-07,49.14166259765625,51.50330697331868,48.041718701976876,50.791580635139404,33593141
24,2007-11-08,48.30050277709961,49.61073307256377,47.23291162191484,47.87993762819068,27990521
25,2007-11-12,49.465179443359375,50.33866681870299,45.56684283909297,46.84472170525705,35153735
26,2007-11-13,50.64598846435547,51.66505387693669,48.704909816418926,50.30630145613752,43830531
27,2007-11-14,49.9827880859375,52.24737982998339,49.72397496814729,51.53564924096946,36738579
28,2007-11-15,50.82392883300781,51.71358997671887,49.8695633054921,50.92098102078698,29242252
29,2007-11-16,50.46806335449219,51.616533254301935,49.88573706568886,50.59746773380588,18895294
30,2007-11-19,52.29591369628906,54.18846652716282,51.22832204191309,51.61653519444617,40716718
31,2007-11-20,51.48711395263672,53.54142268810396,50.85626175291968,52.08561396991991,26342171
32,2007-11-21,47.475563049316406,52.10179886391124,46.32708885203763,51.79446403573923,26814499
33,2007-11-22,45.8418083190918,48.882834406764225,43.852203999806086,46.97410395958749,34096185
34,2007-11-23,48.88284683227539,49.17400776482764,46.13298090415782,48.85049464245235,27664090
35,2007-11-26,49.271053314208984,50.69450998346952,48.88284025237082,50.69450998346952,20159123
36,2007-11-27,48.05788803100586,50.11219733371561,47.55644442256397,50.11219733371561,20573198
37,2007-11-28,47.34614562988281,49.33575444432481,47.022632572305476,49.109293548850005,16435311
38,2007-11-29,46.068267822265625,48.785776400459895,45.46976783834797,48.52696773127046,25530967
39,2007-11-30,47.84759521484375,48.138756099501684,46.26238205354894,46.90940819186738,18437721
40,2007-12-03,48.526973724365234,49.125473782197815,48.05787801710885,48.42991717048796,16851227
41,2007-12-04,47.8961181640625,49.254874720806264,47.54025293368422,48.850483410814256,14008727
42,2007-12-05,49.80485916137695,49.98279402373219,47.87995858302238,47.97701077126861,27725290
43,2007-12-06,48.88284683227539,51.64888227341315,48.25199448847254,50.88862555824569,24104710
44,2007-12-07,48.672576904296875,49.88575153972228,47.79909379954805,49.1901989596642,11742386
45,2007-12-10,48.72109603881836,49.31959187572212,48.09024362033356,49.14166139252285,8330010
46,2007-12-11,48.49462890625,49.432816075349976,48.25199406658996,49.157829046149764,11685950
47,2007-12-12,48.46226501464844,48.89900849816266,47.556430253818284,47.87994329524712,16342131
48,2007-12-13,47.653499603271484,49.17401320172101,47.47556912146332,48.526986885432365,14620172
49,2007-12-14,47.18439483642578,47.928477592054016,46.94176001375016,47.49173403365245,10991851
50,2007-12-17,44.33747863769531,47.71819204951651,43.67427419669672,47.45937895500721,19355678
51,2007-12-18,44.14337921142578,45.61536226751016,42.768448343769535,43.8360399681903,21607783
52,2007-12-19,43.33458709716797,45.95504389252686,42.96254793704477,45.56682644583409,19526912
53,2007-12-20,42.89784622192383,44.25660298152633,42.703737486562446,43.90073769801832,17105204
54,2007-12-24,44.20808029174805,44.90363262464139,43.18901044977422,43.544875760627974,16711519
55,2007-12-26,45.5506591796875,46.100633244594526,44.450715437801016,44.450715437801016,20930094
56,2007-12-27,45.87416458129883,47.13586467249687,45.48594714342551,46.48883853465923,44565277
57,2007-12-28,46.23004150390625,46.4241502718391,45.291849856885435,45.777119582753606,18354518
58,2007-12-31,46.56970977783203,46.84469672252243,46.00356199261552,46.58588806159391,11982308
59,2008-01-01,47.427040100097656,47.86378375464772,46.37562230370181,46.812365958251874,16687746
60,2008-01-02,47.16822052001953,47.78289452111501,46.47266824541341,47.42702924008274,13437280
61,2008-01-03,49.10929489135742,49.30340360879554,46.310907744398854,46.87705561063606,31815218
62,2008-01-04,48.850502014160156,50.46806787013285,48.526988842965615,49.82104152774377,28011310
63,2008-01-07,48.44610595703125,49.562223659077276,47.928484054609655,48.54315814401689,15858063
64,2008-01-08,46.79618453979492,49.17400682120997,46.230036586502166,48.494628399673175,13282666
65,2008-01-09,46.05209732055664,47.05498876202026,45.93886686317853,46.84470613427637,13113527
66,2008-01-10,44.9521598815918,47.55644320720231,44.644820653351026,46.26239068901402,18023003
67,2008-01-11,45.631534576416016,46.068278142952465,43.8360342224167,45.56683020065977,11629440
68,2008-01-14,46.327091217041016,46.81236091696435,44.98451259150532,45.712417141390326,10264240
69,2008-01-15,44.91978454589844,47.26525352659959,44.54774551619989,47.071149259226694,11558334
70,2008-01-16,43.99778366088867,44.968322812764455,42.881666268987466,44.59628368213072,14834065
71,2008-01-17,45.178627014160156,46.18151873067656,43.221369679619,44.159557006194376,16169395
72,2008-01-18,43.07578659057617,44.855108848736755,42.70374297170948,44.80657836771744,13254156
73,2008-01-21,35.748199462890625,42.70372977756315,31.13813647897006,42.70372977756315,33202389
74,2008-01-22,32.15720748901367,33.968881582979066,25.541363363312325,32.221909665091694,58755707
75,2008-01-23,35.748199462890625,37.123129873930544,32.67482560291905,32.67482560291905,28425991
76,2008-01-24,35.82907485961914,38.368652881742236,34.13063154639316,37.673100783434904,29911930
77,2008-01-25,37.673118591308594,37.8510490768686,36.15260496079753,37.52753591190268,12550722
78,2008-01-28,38.077510833740234,38.368671810635824,34.130648384489994,37.15549741696402,13601109
79,2008-01-29,37.4466552734375,38.72453395012439,36.88050727023432,38.174559848984444,7679877
80,2008-01-30,35.37616729736328,37.68928509516925,34.907071545085024,37.527528544442575,9016102
81,2008-01-31,33.063045501708984,35.8452588999986,32.67483023993831,35.748204536065046,41538563
82,2008-02-01,34.21152114868164,34.45415598820523,33.321860070428464,33.62919709503226,9089201
83,2008-02-04,35.97467041015625,36.39523794153017,34.858550487868364,34.858550487868364,12009385
84,2008-02-05,37.090789794921875,37.57605951009831,35.26294141200956,36.03937207870628,14593303
85,2008-02-06,36.76726531982422,37.20400880646452,34.712958808424915,36.07171315335895,12429218
86,2008-02-07,35.03647232055664,37.51134845466515,34.81001362570075,36.26582234201283,11300078
87,2008-02-08,34.130645751953125,35.55410271981616,33.499793360730884,35.26294176537816,13514197
88,2008-02-11,31.720468521118164,34.61591270799632,31.38077930542122,34.61591270799632,15133331
89,2008-02-12,31.15431785583496,32.8851137798177,30.895506942814613,32.67483114709317,10237627
90,2008-02-13,30.701400756835938,32.108681410265646,30.070550657438925,31.7042900396312,10395753
91,2008-02-14,33.386573791503906,33.72626312300185,31.380790003216788,31.380790003216788,12514003
92,2008-02-15,34.34092712402344,34.615914165922604,32.36749612606958,33.257157245907756,12080990
93,2008-02-18,34.146812438964844,35.11735386793396,33.85565154604854,35.11735386793396,6977153
94,2008-02-19,33.774784088134766,34.842378027181915,33.515973103825736,34.761499731708106,7226542
95,2008-02-20,32.93363571166992,33.46743356380555,32.56159657948475,33.45125747241418,5604999
96,2008-02-21,33.16009521484375,33.726243032094814,32.75570391680727,33.46743216255883,3874365
97,2008-02-22,32.73953628540039,32.949818937127326,31.7204686346618,32.060157851574665,2691220
98,2008-02-25,33.0145149230957,33.418906249680866,32.221908361781445,33.12774537212489,6270186
99,2008-02-26,33.14393615722656,33.61302986522955,32.98217955488317,33.32186885859716,7139423
100,2008-02-27,35.08501052856445,36.815804617668114,33.629201309000095,33.629201309000095,43223132
101,2008-02-28,36.071720123291016,36.346707141193264,34.9394242513984,35.424693910780945,35763847
102,2008-02-29,35.55409240722656,36.55698374866786,34.97177066725502,35.84525547117563,16477462
103,2008-03-03,34.065940856933594,35.19823904735402,33.67772552551271,34.00123866735743,10049153
104,2008-03-04,33.19245529174805,34.421805650254555,32.35132245253276,34.2924012731334,11485198
105,2008-03-05,33.8071174621582,33.968873963049624,32.38365893793595,33.35419794328446,8581053
106,2008-03-07,32.07633590698242,33.321862380468566,30.733755052165794,33.321862380468566,14251925
107,2008-03-10,31.96253204345703,32.19013859624526,30.1254193326359,32.12510846760347,11713659
108,2008-03-11,34.59626007080078,34.92141281640699,30.954549761027803,31.70239931185555,19665129
109,2008-03-12,33.718353271484375,35.76681632407921,33.39320047599578,35.539209808253894,12262350
110,2008-03-13,29.084918975830078,33.165588538196445,28.288295198133316,32.84043579586445,47000084
111,2008-03-14,31.08462142944336,31.21468169356942,29.296280669748093,29.897812147686103,35798540
112,2008-03-17,29.865299224853516,30.499346893458444,29.231251556248587,30.499346893458444,19211273
113,2008-03-18,30.125415802001953,30.710691301352856,29.328789652980205,29.816518868258687,12632937
114,2008-03-19,30.304243087768555,33.75086073370582,30.10915056598133,31.53982170881067,16449023
115,2008-03-24,30.596887588500977,31.442285795052648,29.930323872383354,31.442285795052648,11636914
116,2008-03-25,31.751174926757812,31.94626525955091,30.82448867946997,31.393506009012228,13232423
117,2008-03-26,31.55608558654785,32.32019553139588,31.214674713209725,31.5398275058968,11448313
118,2008-03-27,32.12511444091797,32.434011468299325,31.084625573930026,31.084625573930026,17425122
119,2008-03-28,32.19013977050781,32.43400662070734,31.344743657157526,32.27142798554634,11599511
120,2008-03-31,31.96253204345703,32.336459142044156,31.539832899659533,32.19013859624526,9914705
121,2008-04-01,32.02756118774414,32.48277648441361,31.62112013986987,32.19013760689385,6034588
122,2008-04-02,32.54780578613281,33.49075031635249,32.190136791035044,32.190136791035044,6087024
123,2008-04-03,32.28767013549805,32.77539918503329,32.027547534729344,32.62908091118929,3883474
124,2008-04-04,32.12511444091797,32.499041609032766,31.507324796323832,32.499041609032766,5906537
125,2008-04-07,31.99503517150879,32.32018788729344,31.621108225306646,32.17386960620694,4088729
126,2008-04-08,31.182167053222656,32.01130728300949,30.95456049340061,31.946274947274095,5753811
127,2008-04-09,31.263456344604492,31.539834960663356,30.90578730607653,31.279714429098313,3776374
128,2008-04-10,31.881237030029297,32.1088435342613,31.100871242638593,31.21467339221289,7075297
129,2008-04-11,32.02756118774414,32.35271402604356,31.702408349444724,32.19013760689385,4012660
130,2008-04-15,32.515296936035156,32.67787337661365,31.27971554662178,31.83247500357184,6362785
131,2008-04-16,32.076332092285156,33.06804858671953,31.94626964747531,32.840442064656784,4725794
132,2008-04-17,33.31190872192383,34.07601638672283,32.206388012198744,32.56405693109754,14831167
133,2008-04-21,33.848411560058594,34.433686999278876,33.490744828650875,33.81589760543065,7639361
134,2008-04-22,34.40117645263672,34.79136161250374,33.490750293170336,33.815903123003686,8814769
135,2008-04-23,34.433685302734375,34.84012625368379,33.978472319704345,34.46620146084364,5265604
136,2008-04-24,33.21436309814453,34.85638501304485,32.921726489782756,34.79135490064038,8801780
137,2008-04-25,33.490745544433594,33.962216639824135,33.03553032416276,33.81589832816272,4095990
138,2008-04-28,33.62080764770508,34.271113251368604,33.4907474090058,33.52326136613884,4708244
139,2008-04-29,34.092288970947266,34.417441870076125,33.65333388017384,33.81591032973827,6497143
140,2008-04-30,34.31988525390625,34.7588424179559,34.14105297715167,34.433689616462395,6331377
141,2008-05-02,34.628787994384766,35.60424656266784,34.56375565909875,34.840136468812524,5658418
142,2008-05-05,34.466217041015625,35.27909931037125,34.238608241528624,35.08400668369219,7642293
143,2008-05-06,34.17356872558594,34.85639052654836,33.97847835751359,34.189826807529556,5061166
144,2008-05-07,33.68584442138672,34.368666322152094,33.16560115873671,34.14105975692497,4303106
145,2008-05-08,33.279396057128906,33.62080693280938,33.08430570322829,33.425714373825244,3642073
146,2008-05-09,33.08430862426758,33.945962724842666,32.58032130663073,32.840444006548175,8621761
147,2008-05-12,33.08430862426758,33.32817324198699,32.35271256602565,33.08430862426758,4890395
148,2008-05-13,33.18185806274414,33.4257227198226,32.90547944110567,33.23063231721027,5056766
149,2008-05-14,33.230621337890625,33.40945580167848,32.515285687822534,32.515285687822534,2982486
150,2008-05-15,33.24687194824219,33.62079666618067,32.515278383080336,32.515278383080336,2646760
151,2008-05-16,33.50700759887695,33.60455389300175,33.100566544260154,33.490751720759356,4422288
152,2008-05-20,33.44197082519531,33.572033259875546,33.10055996614939,33.16559228603121,3464912
153,2008-05-21,33.6533317565918,34.14106107450854,32.677873120758306,32.677873120758306,3419088
154,2008-05-22,33.1981086730957,33.36068507454434,32.840441912958845,32.840441912958845,3558000
155,2008-05-23,32.64535140991211,33.45823346846815,32.515291162576624,33.00302039771025,4417028
156,2008-05-26,32.4014778137207,32.59657033574644,30.889516280728945,30.889516280728945,2605807
157,2008-05-27,31.426021575927734,32.807920778823956,31.279703277814196,32.450251867805754,3316550
158,2008-05-28,32.58030700683594,32.775397292334326,30.987057547310688,31.5398166638469,4505700
159,2008-05-29,33.1168327331543,33.490759917974664,32.157632050500986,32.92174230223811,11026212
160,2008-05-30,32.0600700378418,33.32816714089359,31.93000981423391,33.198104712202394,4023430
161,2008-06-02,30.69442367553711,32.515279728423415,30.239208559774063,31.864972105178648,4431595
162,2008-06-03,29.556406021118164,30.564378670088846,29.280025179014157,30.23922577588846,6240766
163,2008-06-04,28.64596939086914,29.735229955940564,28.467134908519036,29.426335234654147,5762089
164,2008-06-05,28.597187042236328,28.8085376269598,27.637986987964545,28.61344511876628,9721099
165,2008-06-06,28.288297653198242,29.475106588759868,27.88185669000933,28.450874038473803,6317089
166,2008-06-09,27.898117065429688,28.58093882181323,26.66253599463656,27.9631471838749,6500809
167,2008-06-10,27.703022003173828,27.930630704802212,27.068974546697138,27.63799189060143,6717902
168,2008-06-11,27.83308219909668,28.288295155644487,27.637989671957246,27.963142413800867,2586175
169,2008-06-12,28.028181076049805,28.190757496593974,26.662539584495534,27.47542168721639,3244212
170,2008-06-13,27.849348068237305,28.255789109246294,27.556709195660574,27.979408319326673,4248430
171,2008-06-16,28.824804306030273,29.263759272844013,27.995664206381747,28.093210489590444,4354615
172,2008-06-17,29.68646240234375,29.9140689574086,28.320820866870758,29.231249292214052,4736084
173,2008-06-18,29.653934478759766,30.304242129117515,29.5889043752489,29.5889043752489,5055019
174,2008-06-19,29.019895553588867,29.588912983752355,28.548424409612995,29.06866979922451,4221271
175,2008-06-20,28.353328704833984,29.37756128902385,27.979403888355996,29.263756933530498,3837789
176,2008-06-23,27.361608505249023,28.223264579884006,27.085230002318763,28.12571831793322,4516050
177,2008-06-24,26.516216278076172,27.768055363714268,26.239835532909296,27.361612183434513,5238203
178,2008-06-25,25.78462791442871,26.32112923183986,25.199352346744995,26.01223446711575,3933879
179,2008-06-26,27.2478084564209,28.418359279272302,25.930939331983893,25.930939331983893,18253250
180,2008-06-27,26.044734954833984,26.922648954719346,25.89841668988067,26.33737368982335,6821283
181,2008-06-30,25.524497985839844,26.27234976637697,24.792904284135034,26.028485199142033,4596315
182,2008-07-01,23.719898223876953,25.524496346532032,22.80947012365534,25.524496346532032,6202295
183,2008-07-02,24.760393142700195,25.020515841465933,22.972052620675846,23.736162634847002,5245963
184,2008-07-03,24.110090255737305,24.760395974483604,23.411012490118615,24.54904749792464,4726793
185,2008-07-04,24.435243606567383,24.906714821124186,23.57358939393199,23.736165826888406,4862814
186,2008-07-07,24.97174072265625,25.979715318251735,24.7603922776525,24.7603922776525,5528014
187,2008-07-08,25.703332901000977,26.337380346097312,23.085850519921742,23.085850519921742,8354280
188,2008-07-09,27.491683959960938,27.605486148634768,26.044751832541415,26.044751832541415,6860769
189,2008-07-10,28.694740295410156,29.036151165482575,26.727565477453332,27.491675414992393,7216175
190,2008-07-11,27.329105377197266,29.328794616207215,27.117754691760155,28.971127787526246,6040791
191,2008-07-14,27.34535789489746,28.32081857570163,26.66253828494338,26.66253828494338,5942149
192,2008-07-15,26.20733070373535,26.955182862451053,26.0122402743428,26.662546115820042,3693378
193,2008-07-16,25.49199104309082,26.662542270985924,25.053033781359144,26.20732692454492,6973872
194,2008-07-17,26.7926025390625,26.987695145410516,26.012236523838528,26.012236523838528,5038238
195,2008-07-18,28.288297653198242,28.51590415156736,26.483699335622806,27.2803231824564,5983177
196,2008-07-21,29.881553649902344,30.06038815121704,28.30456150887793,28.776032681373913,8754188
197,2008-07-22,31.100868225097656,31.37724673731986,29.62142278350672,29.881545422426534,12631056
198,2008-07-23,33.29566192626953,33.94596766822201,31.897504140054888,32.482779748828925,12798869
199,2008-07-24,32.12511444091797,33.91345543905122,30.125424934129956,30.125424934129956,10764301
200,2008-07-25,32.19013977050781,33.2306306870681,30.970816544929935,31.783698695315188,10710381
201,2008-07-28,31.930009841918945,32.82417994397757,31.572340919062178,32.19013028936026,5533881
202,2008-07-29,30.645652770996094,31.702399190159767,30.401788212727553,31.214670073622685,5145929
203,2008-07-30,31.930009841918945,32.19013028936026,30.922035390292272,30.922035390292272,7354746
204,2008-07-31,30.80823516845703,32.48277345244664,30.401794158520275,32.48277345244664,6006517
205,2008-08-01,31.702415466308594,31.832477953876325,29.263768631612,30.320515593313857,4699412
206,2008-08-04,31.897499084472656,32.48277460048367,31.068358953880693,31.068358953880693,4301346
207,2008-08-05,33.32816696166992,33.5720315334358,31.7024009448141,32.02755370716861,9161115
208,2008-08-06,32.48277282714844,34.514977837711974,32.255166306982034,34.514977837711974,8616591
209,2008-08-07,32.4014778137207,33.13307146369259,31.393503458392864,31.393503458392864,4809365
210,2008-08-08,31.848726272583008,32.64535021991237,31.734921906500116,32.02755855487951,4883824
211,2008-08-11,32.141357421875,32.61282847697022,31.897492854920582,32.25516176848703,2714705
212,2008-08-12,31.58860206604004,32.51528841656606,31.3447374690683,32.35270981350138,5801276
213,2008-08-13,31.718664169311523,32.02755890264017,30.970812253563878,31.214676864889178,2754609
214,2008-08-14,30.954551696777344,31.864977677341884,30.889519379522742,31.53982491140217,2566362
215,2008-08-18,30.596887588500977,31.53982987612243,30.304250935124298,30.88952424187766,2963058
216,2008-08-19,30.027864456176758,30.7269419982,29.410072897914056,30.548109746810276,2941144
217,2008-08-20,30.369272232055664,30.613136774029083,30.157921639295548,30.239209819953356,3319410
218,2008-08-21,30.044113159179688,30.54810021374996,29.68644435785044,30.23920342847354,4138486
219,2008-08-22,29.735225677490234,31.084610936445234,28.97111802478672,31.084610936445234,4139879
220,2008-08-25,30.060386657714844,30.466827683653147,29.849036001176714,30.466827683653147,2034227
221,2008-08-26,30.109153747558594,30.206700018759737,29.556394484196556,29.75148482151551,1489491
222,2008-08-27,29.507627487182617,30.483086028403477,29.34505106364581,30.271737559839174,4297168
223,2008-08-28,29.06867218017578,29.914068251184442,28.69474508667631,29.588915407315607,7382078
224,2008-08-29,30.271730422973633,30.385534774652424,29.45884849693469,29.588908723067583,2219080
225,2008-09-01,30.255346298217773,30.386391814458122,29.649255786582543,30.206202563286435,3417069
226,2008-09-02,31.844289779663086,31.97533531620223,30.20620724219204,30.46830053705895,5030404
227,2008-09-04,31.172672271728516,31.746000306182097,30.91057901162064,31.483907046074222,2813325
228,2008-09-05,30.484682083129883,30.82867939714991,30.14068476910986,30.795916901799945,3330688
229,2008-09-08,32.09000015258789,33.38408309009519,31.778763131417403,32.106379177459175,8377948
230,2008-09-09,32.20466995239258,32.466763278481125,31.467533722524795,32.0900056497087,3737279
231,2008-09-10,31.926197052001953,32.4667627226008,31.614959982844407,32.0408613527226,3847698
232,2008-09-11,31.07438850402832,31.778762091247447,30.828676477539542,31.778762091247447,2567354
233,2008-09-12,31.38562774658203,32.23743044798887,30.877822375427517,31.28734247768297,6093354
234,2008-09-15,29.40355110168457,30.71401547767646,28.518988092247806,30.238972585737166,6770268
235,2008-09-16,29.976877212524414,30.238970514125064,27.84737274742573,28.256892836867785,4654621
236,2008-09-17,29.206974029541016,30.402771525722308,28.830214301226736,30.402771525722308,4674190
237,2008-09-18,29.141456604003906,29.71478474532197,27.044714575899047,28.830221771646134,6603710
238,2008-09-19,30.91058349609375,31.07439152970272,29.485452714980266,29.829450029916828,9821730
239,2008-09-22,30.238971710205078,33.0892334228927,29.993259646820885,31.778766863054916,4162514
240,2008-09-23,29.878583908081055,30.550197118431022,29.32163718064013,29.87858390808105,6569683
241,2008-09-24,30.56659507751465,30.89421124008473,29.58374658980439,29.976885540530635,5730103
242,2008-09-25,29.616506576538086,30.779544299128712,28.91213055383067,30.64849651216986,10926783
243,2008-09-26,29.141456604003906,29.7803097389036,28.63365345626747,29.7803097389036,4967945
244,2008-09-29,28.060327529907227,29.976880420524278,27.519759620921203,29.976880420524278,7859964
245,2008-09-30,28.10946273803711,29.157833599164334,26.536905335452058,26.536905335452058,6616439
246,2008-10-01,29.04317283630371,29.321645164958472,27.89651436034102,28.46984470921671,3743739
247,2008-10-03,29.452680587768555,29.813056783597638,28.666401009819392,29.190587395118836,4681406
248,2008-10-06,28.846603393554688,29.485454314937645,28.256893996205505,29.125077954516147,5560277
249,2008-10-07,29.796693801879883,30.435547044761396,28.830226644659174,28.830226644659174,9928258
250,2008-10-08,29.567354202270508,29.813066231663072,27.552514228178413,28.79745784324689,9985473
251,2008-10-10,29.387165069580078,30.058778397322087,27.208519287804872,29.452690055145908,9025179
252,2008-10-13,29.976877212524414,30.206208018254227,29.338026317352544,29.534596849000202,6805621
253,2008-10-14,29.256122589111328,31.09077349669097,29.026791781111047,30.140685546705953,5099383
254,2008-10-15,29.010406494140625,29.632876060878615,28.699171710771633,29.09231050143712,5495022
255,2008-10-16,27.896516799926758,28.600892750734,27.355951121544194,28.600892750734,6651066
256,2008-10-17,25.799772262573242,28.666412884485155,25.423012447763043,28.469844574912972,5586092
257,2008-10-20,26.094623565673828,27.126615432776106,25.275583459301455,25.898055273217548,7922965
258,2008-10-21,26.307575225830078,27.68356215491758,25.55405788649049,26.35671674330916,8047276
259,2008-10-22,24.866060256958008,26.242047017044325,24.620348256164444,26.045478749482395,5408099
260,2008-10-23,23.653892517089844,24.47293290130314,23.293513859320296,24.243602038081264,6641370
261,2008-10-24,20.590681076049805,23.260751902713682,20.31220645014726,22.933135741317415,9905588
262,2008-10-27,19.001733779907227,20.312197872067955,17.036037641666137,20.21391262079823,12878172
263,2008-10-29,21.50800132751465,22.867607164405946,19.65696915114543,21.62266562190223,13094201
264,2008-10-31,22.883989334106445,23.588365264229108,21.753714262268705,22.63827726536829,8097887
265,2008-11-03,23.588361740112305,24.210831332536067,22.769319411561778,24.17806883955019,4951148
266,2008-11-04,24.620359420776367,24.816929999265497,23.1460867474755,23.26075106676982,4515828
267,2008-11-05,23.719409942626953,25.81615418539975,23.26074609805693,25.81615418539975,6145587
268,2008-11-06,22.933128356933594,24.489306844271354,22.458085520228927,23.260744412838687,4896229
269,2008-11-07,24.71863555908203,25.45577162284171,22.605510398873577,22.769318413042395,8250147
270,2008-11-10,25.275585174560547,25.848913287928568,24.71863830878934,25.488534727953216,3775177
271,2008-11-11,24.98073387145996,26.02910492952185,24.407405706074208,25.39025398959264,8900004
272,2008-11-12,23.932361602783203,25.52130061698831,23.637507993985253,25.52130061698831,5705390
273,2008-11-14,23.85045623779297,24.898829503129843,23.555602645534975,23.719410690520263,4038880
274,2008-11-17,24.83330726623535,25.652349803931376,22.60551716261057,25.652349803931376,5361538
275,2008-11-18,23.49007225036621,24.767773697975972,23.03140854015105,24.767773697975972,6392448
276,2008-11-19,22.916751861572266,24.325501501847448,22.62189604563254,23.588365294681356,5606729
277,2008-11-20,22.671035766601562,23.096934833235448,21.704566689178016,22.933126816287515,5080395
278,2008-11-21,24.112548828125,24.866066256727496,21.950281810707175,22.5236099508934,8350092
279,2008-11-24,24.71863555908203,25.111774348729515,23.4900754528159,24.83329983592717,5420119
280,2008-11-25,24.112548828125,25.275586356860515,23.915980513134393,24.980732773480238,5453771
281,2008-11-26,24.653114318847656,25.02987188596619,23.670266173193884,24.37463978886368,5246053
282,2008-11-27,24.653114318847656,24.653114318847656,24.653114318847656,24.653114318847656,0
283,2008-11-28,24.259971618652344,24.73501663388913,23.29350478609418,23.915976568706217,8464961
284,2008-12-01,24.063413619995117,25.685113197760817,23.96512832581158,24.735027204828395,5733003
285,2008-12-02,23.85045623779297,24.112549554127188,23.096938786502893,23.883218735505547,5879324
286,2008-12-03,24.571210861206055,24.882445669995654,23.34265065141404,24.07978677728925,6430656
287,2008-12-04,25.750627517700195,25.881675274108755,21.78647232308868,21.78647232308868,4648185
288,2008-12-05,25.43939208984375,26.667952278826053,24.587589470100603,24.587589470100603,5338962
289,2008-12-08,25.504919052124023,26.34034056244928,24.407406435789106,26.12739098336921,11709287
290,2008-12-10,25.09539222717285,26.700712043077644,24.73501594165094,26.700712043077644,11172070
291,2008-12-11,24.81692123413086,25.53767606437759,24.423780216006804,25.53767606437759,9867592
292,2008-12-12,24.047027587890625,24.32550216243116,23.52284093762217,24.21083563837591,9847702
293,2008-12-15,24.440160751342773,24.980728524649482,24.243592469785355,24.866062027399717,5741641
294,2008-12-16,25.373872756958008,25.685107602582832,23.26074716859249,24.571213769255404,9183505
295,2008-12-17,25.34111785888672,26.045494006855993,24.66950421893071,26.045494006855993,8720755
296,2008-12-18,26.094623565673828,26.373098090555825,24.76777814899289,24.76777814899289,12640018
297,2008-12-19,27.355947494506836,27.68356355234086,26.061864510420154,26.864523407755797,10050607
298,2008-12-22,27.372333526611328,27.60166436282589,26.422245459738168,26.422245459738168,6524631
299,2008-12-23,26.815383911132812,27.634424185379586,26.61881557838695,27.192143770359692,5151765
300,2008-12-24,26.356719970703125,27.17576017423621,22.114089938970757,22.114089938970757,13318746
301,2008-12-26,26.405866622924805,27.798235239366257,25.717874051403715,27.798235239366257,5480531
302,2008-12-29,26.962814331054688,27.175763924646045,25.88168066883068,26.700720985395982,3418418
303,2008-12-30,26.91366958618164,27.35595222952737,25.914439992474275,26.897288336096807,4868199
304,2008-12-31,27.241289138793945,27.650809333654767,26.635200583473477,27.650809333654767,4396180
305,2009-01-02,27.634410858154297,28.09307452360649,27.110226668507615,28.09307452360649,3976548
306,2009-01-05,27.011951446533203,28.093084932058098,26.66795412544046,28.093084932058098,4505326
